Servidor;IDEN1;EXT1;AMO1;IM1;INTEG1;INTRO1;IDEN2;IM2;EXT2;INTEG2;INTRO2;AMO2;INTRO3;IDEN3;IM3;EXT3;AMO3;INTEG3;MPS1;MPS2;MPS3;MPS4;MPS5;CP1;CP2;CP3;CP4;CV1;CV2;CC1;CV3;CV4;CV5;CC2;CV6;CC3;CV7;CC4;CN3;CV8;CV9;CC5;SV1;SV2;SV3;SV4;SV5;Sexo;Ano;Escolaridade;Salario;Tempo;Area;Esfera;Poder;Carimbo
Sim;1;3;1;4;3;3;1;3;1;4;5;4;4;4;4;5;5;3;5;5;5;4;5;5;5;4;5;5;5;4;4;4;5;4;4;4;5;4;4;4;5;1;1;4;4;4;1;Masculino;1956 a 1965;Superior;Entre 1 e 4 salários mínimos;Acima de 35 anos;Administrativa;Estadual;Executivo;2020-03-27 13:55:18.000
Sim;3;3;1;3;3;1;3;3;3;3;3;4;5;1;5;5;1;4;5;5;4;5;1;5;3;5;1;5;5;1;1;1;5;5;2;1;5;1;5;5;1;1;2;3;3;3;3;Masculino;1956 a 1965;Superior;Mais de 15 salários mínimos;Acima de 35 anos;Fiscal;Estadual;Executivo;2020-03-27 14:01:55.000
Sim;5;4;1;2;1;1;2;2;4;5;5;1;2;2;2;3;1;1;4;4;5;4;4;2;2;4;5;4;4;1;4;3;5;4;4;1;2;1;3;4;2;1;5;5;5;5;4;Feminino;1976 a 1985;Pós-graduado (Lato Sensu);Mais de 15 salários mínimos;Entre 16 e 20 anos;Fiscal;Estadual;Executivo;2020-03-27 14:10:40.000
Sim;5;4;1;4;5;3;4;4;4;5;4;1;4;5;3;5;1;4;5;4;4;1;2;5;4;3;5;3;4;1;4;2;5;4;5;1;5;1;1;5;4;1;4;5;5;5;4;Feminino;1966 a 1975;Superior;Mais de 15 salários mínimos;Entre 16 e 20 anos;Fiscal;Estadual;Executivo;2020-03-27 15:40:53.000
Sim;5;1;1;5;5;1;5;5;1;1;5;1;1;5;5;1;1;5;5;5;5;5;5;5;5;5;1;5;5;1;1;1;5;5;5;1;5;1;2;5;5;1;5;5;5;5;5;Feminino;1956 a 1965;Superior;Entre 5 e 9 salários mínimos;Entre 31 e 35 anos;Outros;Estadual;Executivo;2020-03-27 15:47:49.000
Sim;1;2;1;5;4;4;4;5;3;4;4;1;1;5;5;3;1;5;5;5;5;5;5;5;5;5;5;5;5;1;2;5;5;4;5;1;5;1;2;4;4;1;5;5;5;5;5;Masculino;1956 a 1965;Pós-graduado (Lato Sensu);Mais de 15 salários mínimos;Entre 31 e 35 anos;Fiscal;Estadual;Executivo;2020-03-27 16:37:33.000
Sim;4;4;1;5;3;2;3;5;3;4;2;1;4;4;5;5;1;4;5;4;5;3;3;4;4;4;4;5;5;1;3;3;4;2;4;3;3;1;2;4;4;1;3;4;5;4;4;Masculino;1976 a 1985;Pós-graduado (Lato Sensu);Mais de 15 salários mínimos;Entre 16 e 20 anos;Fiscal;Estadual;Executivo;2020-03-27 16:55:47.000
Sim;5;5;1;3;4;1;3;3;5;1;3;1;5;3;4;5;1;3;4;4;1;3;4;5;5;3;5;4;5;1;2;1;5;1;2;1;5;1;3;5;4;1;5;5;5;5;5;Masculino;1956 a 1965;Pós-graduado (Lato Sensu);Mais de 15 salários mínimos;Acima de 35 anos;Fiscal;Estadual;Executivo;2020-03-27 17:02:03.000
Sim;4;2;1;3;4;3;4;4;3;3;3;1;2;2;3;3;2;5;5;5;5;4;5;5;4;4;5;5;5;1;4;4;5;4;4;4;4;1;1;5;5;1;5;5;5;5;5;Feminino;1956 a 1965;Pós-graduado (Lato Sensu);Entre 10 e 14 salários mínimos;Entre 31 e 35 anos;Fiscal;Estadual;Executivo;2020-03-28 07:38:45.000
Sim;4;4;1;4;4;5;5;4;4;5;5;1;5;5;5;4;1;4;5;4;5;4;4;4;1;5;2;4;4;1;1;4;4;4;4;4;4;1;1;5;5;1;5;3;3;3;3;Masculino;1956 a 1965;Pós-graduado (Lato Sensu);Mais de 15 salários mínimos;Acima de 35 anos;Outros;Estadual;Executivo;2020-04-06 16:23:59.000
Sim;2;2;1;4;4;2;4;4;2;4;4;1;2;4;4;4;1;4;5;5;5;4;5;4;4;4;4;5;4;1;4;4;5;4;4;2;5;4;4;5;4;1;4;4;4;4;4;Feminino;1956 a 1965;Pós-graduado (Lato Sensu);Mais de 15 salários mínimos;Acima de 35 anos;Fiscal;Estadual;Executivo;2020-04-06 16:29:55.000
Sim;5;2;1;3;5;2;4;4;3;4;2;2;2;5;4;3;3;4;5;4;5;3;4;2;3;2;4;5;5;5;3;4;4;5;4;3;4;1;1;3;4;1;4;3;3;3;2;Feminino;1996 a 2005;Superior;Entre 1 e 4 salários mínimos;Entre 0 e 5 anos;Administrativa;Estadual;Executivo;2020-04-06 16:39:41.000
Sim;5;4;2;5;5;5;5;5;4;5;5;1;3;5;5;5;3;5;5;5;4;4;4;4;4;5;4;5;4;4;1;4;5;4;5;3;5;2;2;5;4;1;4;4;4;4;4;Feminino;1986 a 1995;Superior;Entre 5 e 9 salários mínimos;Entre 0 e 5 anos;Administrativa;Estadual;Executivo;2020-04-06 18:33:39.000
Sim;4;4;3;5;5;3;4;4;4;4;4;3;2;4;5;5;3;5;5;4;5;4;4;4;4;2;2;4;4;4;3;4;4;5;5;4;4;4;2;2;4;2;4;4;4;4;4;Feminino;1976 a 1985;Pós-graduado (Lato Sensu);Mais de 15 salários mínimos;Entre 16 e 20 anos;Fiscal;Estadual;Executivo;2020-04-06 19:25:39.000
Sim;5;3;2;3;5;3;4;3;3;4;2;3;3;3;3;5;3;4;5;5;3;1;2;3;3;1;2;4;3;2;1;3;3;2;3;2;3;1;4;5;4;1;3;2;4;4;4;Masculino;1976 a 1985;Pós-graduado (Lato Sensu);Entre 1 e 4 salários mínimos;Entre 11 e 15 anos;Administrativa;Municipal;Executivo;2020-04-07 12:31:35.000
Sim;4;4;1;5;4;1;5;5;4;4;1;1;4;5;5;3;1;4;5;5;4;5;3;5;5;5;5;5;4;1;1;5;5;4;5;3;5;1;1;5;5;1;4;5;4;4;5;Feminino;1976 a 1985;Superior;Entre 1 e 4 salários mínimos;Entre 6 e 10 anos;Administrativa;Estadual;Executivo;2020-05-04 18:58:06.000
Sim;3;4;1;3;3;3;4;4;3;3;3;3;3;3;3;4;1;3;5;5;3;3;4;3;3;5;3;5;3;3;2;3;5;3;5;5;3;3;4;5;5;1;3;3;5;3;1;Masculino;1956 a 1965;Mestre;Mais de 15 salários mínimos;Entre 16 e 20 anos;Administrativa;Federal;Legislativo;2020-05-12 13:48:27.000
Sim;5;4;1;5;5;4;4;4;3;5;4;2;4;4;4;5;2;5;5;5;5;4;4;5;5;5;5;4;4;2;1;3;5;4;5;4;3;2;4;5;4;2;3;3;3;3;3;Feminino;1976 a 1985;Pós-graduado (Lato Sensu);Entre 5 e 9 salários mínimos;Entre 11 e 15 anos;Saúde;Municipal;Executivo;2020-05-16 12:27:53.000
Sim;3;3;3;5;5;5;5;5;3;5;5;3;5;5;5;5;1;5;5;3;5;5;5;5;3;5;5;5;5;3;3;5;5;3;5;1;5;1;5;1;5;1;3;5;5;5;5;Feminino;1976 a 1985;Superior;Entre 1 e 4 salários mínimos;Entre 11 e 15 anos;Saúde;Municipal;Executivo;2020-05-16 12:35:01.000
Sim;5;4;1;4;4;3;5;5;4;5;1;3;3;5;5;5;3;5;5;5;5;5;5;5;5;5;5;4;5;1;3;5;5;5;5;4;5;4;3;4;4;1;4;4;5;5;5;Feminino;1976 a 1985;Pós-graduado (Lato Sensu);Entre 1 e 4 salários mínimos;Entre 11 e 15 anos;Saúde;Municipal;Outro;2020-05-16 12:38:36.000
Sim;4;3;1;4;5;1;2;2;2;2;2;4;2;4;3;4;2;4;4;4;3;2;4;4;1;2;1;4;2;1;1;4;4;4;4;3;4;3;4;5;4;2;3;3;3;2;2;Feminino;1966 a 1975;Pós-graduado (Lato Sensu);Entre 5 e 9 salários mínimos;Entre 16 e 20 anos;Saúde;Municipal;Executivo;2020-05-16 12:53:22.000
Sim;2;1;1;5;5;1;2;4;4;5;5;3;3;3;5;5;2;4;5;3;4;4;4;4;3;4;4;5;5;3;2;2;3;4;3;3;4;3;4;5;4;1;4;4;4;5;5;Feminino;1966 a 1975;Pós-graduado (Lato Sensu);Entre 10 e 14 salários mínimos;Entre 26 e 30 anos;Saúde;Municipal;Outro;2020-05-16 13:02:15.000
Sim;4;2;1;5;4;1;4;3;1;2;1;2;3;3;5;5;1;3;4;3;5;4;4;5;5;4;4;4;3;3;2;3;5;3;3;3;3;3;4;4;3;1;3;3;3;4;3;Feminino;1976 a 1985;Mestre;Entre 1 e 4 salários mínimos;Entre 16 e 20 anos;Saúde;Municipal;Outro;2020-05-16 13:05:17.000
Sim;2;1;1;5;5;4;5;5;4;4;4;1;4;5;1;2;1;5;5;4;5;4;5;5;3;4;5;4;4;4;4;1;4;4;1;3;4;1;4;5;2;4;4;4;5;4;4;Feminino;1966 a 1975;Mestre;Entre 5 e 9 salários mínimos;Entre 21 e 25 anos;Saúde;Estadual;Executivo;2020-05-16 13:07:17.000
Sim;1;3;4;4;2;1;4;1;5;2;2;5;3;4;1;4;3;3;5;5;5;3;4;3;5;5;5;4;1;3;1;1;4;4;4;3;4;3;5;5;5;1;2;2;3;4;5;Masculino;1976 a 1985;Pós-graduado (Lato Sensu);Entre 5 e 9 salários mínimos;Entre 0 e 5 anos;Saúde;Municipal;Outro;2020-05-16 13:07:27.000
Sim;1;1;4;3;1;1;3;4;1;1;1;3;1;2;3;1;3;5;1;1;1;1;1;1;1;1;1;1;1;4;1;3;2;1;1;5;2;5;5;3;4;5;1;2;1;1;4;Feminino;1956 a 1965;Médio;Entre 1 e 4 salários mínimos;Entre 0 e 5 anos;Saúde;Municipal;Executivo;2020-05-16 13:19:40.000
Sim;4;4;1;5;4;1;5;5;5;5;3;4;4;5;5;4;4;4;5;5;4;4;4;4;4;4;4;4;5;4;1;1;1;2;3;5;3;1;2;5;1;1;4;3;5;4;5;Feminino;1976 a 1985;Superior;Entre 1 e 4 salários mínimos;Entre 0 e 5 anos;Saúde;Municipal;Outro;2020-05-16 13:25:48.000
Sim;4;3;2;4;4;1;5;5;3;4;4;3;3;4;5;2;3;4;4;5;5;5;5;5;4;5;5;5;5;3;2;2;3;4;3;3;3;2;4;4;3;1;1;3;2;2;5;Masculino;1996 a 2005;Médio;Entre 1 e 4 salários mínimos;Entre 0 e 5 anos;Saúde;Municipal;Outro;2020-05-16 13:39:52.000
Sim;4;2;1;2;2;1;5;5;3;5;3;2;2;5;3;4;2;5;5;5;5;5;5;5;5;5;5;5;2;2;1;3;3;4;2;2;4;4;5;5;2;5;5;5;4;5;5;Feminino;1956 a 1965;Mestre;Entre 5 e 9 salários mínimos;Entre 21 e 25 anos;Saúde;Municipal;Outro;2020-05-16 14:27:32.000
Sim;1;2;1;4;3;1;5;5;3;4;3;4;1;4;4;2;3;4;5;4;5;4;5;5;4;4;4;4;5;1;1;2;5;3;4;3;3;2;4;2;3;1;4;3;5;5;4;Feminino;1986 a 1995;Pós-graduado (Lato Sensu);Entre 1 e 4 salários mínimos;Entre 6 e 10 anos;Saúde;Municipal;Executivo;2020-05-16 14:27:58.000
Sim;2;3;1;2;2;2;4;2;3;3;2;2;3;4;4;3;4;5;2;2;4;4;4;3;4;4;2;2;2;1;1;1;2;5;4;3;4;3;4;4;3;1;2;2;4;4;4;Feminino;1966 a 1975;Médio;Entre 1 e 4 salários mínimos;Entre 16 e 20 anos;Saúde;Municipal;Executivo;2020-05-16 14:29:57.000
Sim;4;4;1;5;5;1;2;5;1;5;4;4;3;4;4;4;1;5;5;4;5;5;5;5;4;5;4;5;5;1;2;1;1;1;4;1;4;1;2;5;4;1;5;5;5;5;5;Feminino;1966 a 1975;Pós-graduado (Lato Sensu);Entre 1 e 4 salários mínimos;Entre 26 e 30 anos;Saúde;Municipal;Legislativo;2020-05-16 14:32:36.000
Sim;5;3;1;3;4;1;4;3;2;5;3;1;3;4;3;5;1;5;5;3;3;3;5;5;4;5;4;4;4;1;1;4;5;4;5;1;5;2;1;5;4;1;5;5;5;5;5;Feminino;1976 a 1985;Mestre;Entre 1 e 4 salários mínimos;Entre 0 e 5 anos;Saúde;Estadual;Executivo;2020-05-16 14:36:35.000
Sim;1;4;1;5;4;1;4;5;2;1;3;3;4;4;5;5;1;4;5;4;5;5;5;5;4;5;4;5;4;4;1;1;1;1;1;4;2;1;4;5;4;1;2;2;2;2;2;Feminino;1966 a 1975;Pós-graduado (Lato Sensu);Entre 1 e 4 salários mínimos;Entre 21 e 25 anos;Saúde;Municipal;Legislativo;2020-05-16 14:49:56.000
Sim;4;4;1;3;2;1;4;4;3;5;2;1;4;5;4;5;1;3;5;4;5;4;5;5;5;5;5;5;4;3;1;4;5;5;4;4;4;2;5;5;2;1;4;3;5;5;4;Masculino;1976 a 1985;Mestre;Entre 10 e 14 salários mínimos;Entre 16 e 20 anos;Saúde;Municipal;Executivo;2020-05-16 15:02:15.000
Sim;2;4;1;3;4;4;5;4;4;4;4;2;4;5;3;4;2;4;5;2;3;4;4;5;4;4;5;4;4;3;4;5;5;4;4;2;4;4;1;5;4;1;4;4;5;4;4;Feminino;1966 a 1975;Pós-graduado (Lato Sensu);Entre 10 e 14 salários mínimos;Entre 16 e 20 anos;Saúde;Municipal;Executivo;2020-05-16 15:40:06.000
Sim;4;2;1;2;2;1;1;1;2;4;1;5;1;2;1;5;1;2;5;4;1;2;2;4;4;5;5;1;2;2;1;2;2;3;1;3;2;3;4;4;2;2;4;4;5;4;4;Feminino;1976 a 1985;Pós-graduado (Lato Sensu);Entre 10 e 14 salários mínimos;Entre 11 e 15 anos;Saúde;Municipal;Executivo;2020-05-16 16:02:00.000
Sim;2;1;1;4;4;1;4;4;2;4;2;4;4;4;4;4;3;4;3;4;5;3;4;3;4;4;4;4;4;3;2;4;3;4;3;2;3;2;4;3;3;1;3;3;3;3;3;Feminino;1956 a 1965;Pós-graduado (Lato Sensu);Entre 5 e 9 salários mínimos;Entre 16 e 20 anos;Saúde;Municipal;Executivo;2020-05-16 16:05:20.000
Sim;4;2;2;3;5;4;4;2;1;5;5;3;3;5;5;4;3;5;5;5;5;4;5;5;4;5;5;5;4;2;3;4;4;5;2;2;3;4;4;5;2;1;4;4;4;4;4;Feminino;1966 a 1975;Mestre;Entre 10 e 14 salários mínimos;Entre 21 e 25 anos;Saúde;Municipal;Executivo;2020-05-16 21:10:05.000
Sim;1;1;4;4;4;3;4;3;3;4;4;4;5;5;3;1;4;4;1;4;1;4;1;1;4;1;1;1;3;5;4;4;1;4;3;5;1;3;4;1;4;1;3;3;3;2;2;Feminino;1966 a 1975;Técnico;Entre 1 e 4 salários mínimos;Entre 16 e 20 anos;Saúde;Municipal;Executivo;2020-05-17 00:23:47.000
Sim;4;4;1;4;3;1;4;4;1;4;4;1;1;4;3;5;3;5;5;5;5;3;4;4;4;3;4;4;1;5;1;1;3;1;3;2;2;5;5;5;1;4;4;5;5;5;4;Masculino;1976 a 1985;Pós-graduado (Lato Sensu);Entre 5 e 9 salários mínimos;Entre 16 e 20 anos;Saúde;Municipal;Executivo;2020-05-17 00:51:30.000
Sim;1;2;1;3;2;1;5;4;5;5;5;4;4;5;3;5;1;3;5;5;1;5;5;5;5;5;5;5;4;1;3;2;5;2;3;2;4;2;2;5;4;1;5;4;5;4;4;Feminino;1956 a 1965;Pós-graduado (Lato Sensu);Entre 1 e 4 salários mínimos;Entre 21 e 25 anos;Saúde;Municipal;Outro;2020-05-18 19:48:05.000
Sim;4;4;3;4;4;2;4;4;3;4;4;4;3;4;4;4;3;4;4;4;5;3;4;4;4;3;4;3;2;2;2;2;4;3;4;3;2;3;5;5;2;1;4;4;4;4;4;Feminino;1976 a 1985;Pós-graduado (Lato Sensu);Entre 1 e 4 salários mínimos;Entre 6 e 10 anos;Saúde;Municipal;Executivo;2020-05-19 14:55:24.000
Sim;1;2;1;4;3;1;3;4;2;2;4;4;2;3;4;5;2;1;5;5;4;5;5;5;5;5;5;5;4;1;4;5;5;1;4;2;2;4;1;5;5;1;5;5;5;4;2;Masculino;1976 a 1985;Superior;Entre 1 e 4 salários mínimos;Entre 0 e 5 anos;Saúde;Municipal;Executivo;2020-05-20 18:58:30.000
Sim;4;1;1;5;1;4;1;3;4;2;1;5;4;1;5;5;5;1;5;4;2;2;2;3;1;1;1;5;4;4;4;1;4;5;3;5;4;4;5;4;4;2;2;1;4;4;2;Feminino;1976 a 1985;Superior;Entre 1 e 4 salários mínimos;Entre 11 e 15 anos;Administrativa;Municipal;Executivo;2020-05-23 07:55:54.000
Sim;2;2;5;3;1;2;2;2;2;1;4;5;2;3;3;2;5;2;1;2;3;2;4;4;5;5;4;2;2;5;4;2;1;4;2;5;1;5;4;2;2;5;3;2;2;1;2;Masculino;1956 a 1965;Mestre;Mais de 15 salários mínimos;Entre 31 e 35 anos;Outros;Estadual;Outro;2020-05-31 21:59:02.000
Sim;1;4;1;4;3;5;4;4;4;4;5;1;4;5;5;5;2;4;5;4;4;4;4;5;3;3;3;5;5;2;3;4;5;3;5;3;5;3;3;5;5;1;5;5;5;5;4;Feminino;1966 a 1975;Pós-graduado (Lato Sensu);Mais de 15 salários mínimos;Entre 26 e 30 anos;Administrativa;Estadual;Outro;2020-06-01 00:08:52.000
Sim;5;5;1;5;5;5;5;5;5;5;5;1;5;5;5;5;1;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;1;5;1;1;5;5;1;5;5;5;5;5;Masculino;1966 a 1975;Pós-graduado (Lato Sensu);Entre 10 e 14 salários mínimos;Entre 21 e 25 anos;Segurança;Estadual;Executivo;2020-06-25 18:47:56.000
Sim;3;3;2;3;2;3;3;1;1;1;1;3;1;2;1;4;3;2;2;2;2;2;2;3;3;2;3;1;2;5;2;2;2;3;2;4;3;4;3;3;3;3;3;2;2;2;2;Feminino;1986 a 1995;Superior;Entre 1 e 4 salários mínimos;Entre 0 e 5 anos;Educação;Municipal;Executivo;2020-06-25 18:52:18.000
Sim;4;4;1;4;4;4;4;4;3;4;4;4;4;5;4;5;3;3;5;5;5;2;2;5;5;5;5;4;4;4;4;4;5;5;4;1;4;2;3;4;4;2;4;3;4;3;3;Masculino;1976 a 1985;Superior;Entre 1 e 4 salários mínimos;Entre 6 e 10 anos;Educação;Municipal;Executivo;2020-06-25 19:00:02.000
Sim;4;5;1;2;4;2;4;4;5;4;2;1;2;4;4;5;2;3;5;2;4;2;3;2;4;3;2;4;4;3;3;4;4;3;3;2;4;2;3;4;4;1;4;4;5;5;5;Masculino;1976 a 1985;Doutor;Mais de 15 salários mínimos;Entre 11 e 15 anos;Administrativa;Federal;Executivo;2020-07-02 00:13:47.000
Sim;3;4;2;3;3;3;4;4;2;4;4;1;3;4;3;5;4;4;5;5;3;4;4;3;3;3;3;4;5;1;3;4;4;4;4;4;4;1;2;4;4;1;4;4;5;5;4;Masculino;1966 a 1975;Doutor;Mais de 15 salários mínimos;Entre 21 e 25 anos;Fiscal;Federal;Executivo;2020-07-02 09:08:59.000
Sim;5;3;1;3;2;2;2;3;2;4;3;3;2;2;3;4;3;2;5;5;4;4;5;4;5;2;5;5;2;1;1;4;1;5;3;3;2;3;2;5;2;4;2;2;3;2;1;Masculino;1976 a 1985;Doutor;Mais de 15 salários mínimos;Entre 11 e 15 anos;Fiscal;Federal;Executivo;2020-07-02 09:39:53.000
Sim;4;4;1;3;3;4;3;5;5;3;4;1;3;4;4;4;1;4;4;4;3;4;3;5;3;4;4;5;3;4;3;4;4;4;3;3;3;3;4;4;2;3;3;3;2;3;2;Masculino;1976 a 1985;Mestre;Mais de 15 salários mínimos;Entre 16 e 20 anos;Outros;Federal;Executivo;2020-07-02 10:11:21.000
Sim;4;5;1;4;4;2;5;4;5;4;3;1;5;4;5;5;1;3;5;4;4;4;4;4;4;5;5;5;5;1;4;4;5;2;4;5;5;1;1;4;3;1;4;4;5;3;4;Masculino;1966 a 1975;Mestre;Entre 10 e 14 salários mínimos;Entre 26 e 30 anos;Fiscal;Federal;Executivo;2020-07-02 10:37:20.000
Sim;2;4;1;5;5;4;4;5;4;5;4;1;4;5;5;5;1;5;5;5;4;4;5;5;5;5;5;4;5;1;4;5;5;5;5;1;5;1;1;5;4;1;5;4;5;5;5;Feminino;1956 a 1965;Doutor;Entre 10 e 14 salários mínimos;Entre 16 e 20 anos;Segurança;Estadual;Executivo;2020-06-07 14:09:45.000
Sim;1;1;1;5;5;1;4;5;4;5;1;1;1;4;4;2;1;5;5;5;5;5;5;4;3;4;4;5;4;2;4;5;5;5;5;2;5;2;1;5;5;1;5;4;5;5;5;Feminino;1976 a 1985;Pós-graduado (Lato Sensu);Entre 10 e 14 salários mínimos;Entre 11 e 15 anos;Fiscal;Estadual;Executivo;2020-06-07 14:11:49.000
Sim;2;2;1;4;3;1;1;4;2;2;1;1;1;4;4;4;1;1;5;2;5;2;4;2;1;2;2;1;2;1;4;1;2;1;2;2;2;2;2;4;4;1;5;4;5;4;2;Feminino;1966 a 1975;Médio;Entre 1 e 4 salários mínimos;Entre 16 e 20 anos;Saúde;Estadual;Executivo;2020-06-07 14:55:30.000
Sim;5;4;1;4;4;2;3;5;3;4;5;1;2;4;5;5;1;4;5;5;4;3;4;3;1;1;1;5;5;4;2;4;5;3;5;2;5;5;5;5;4;1;4;5;5;5;4;Masculino;1945 a 1955;Doutor;Mais de 15 salários mínimos;Entre 21 e 25 anos;Direito;Estadual;Outro;2020-06-08 17:34:51.000
Sim;4;1;2;5;4;5;5;5;3;4;5;3;5;4;4;2;2;3;4;2;3;2;2;4;3;4;3;4;4;2;2;2;4;3;4;2;4;2;3;4;3;1;4;4;4;4;2;Masculino;1966 a 1975;Pós-graduado (Lato Sensu);Entre 1 e 4 salários mínimos;Entre 0 e 5 anos;Administrativa;Estadual;Executivo;2020-06-09 09:53:24.000
Sim;5;2;1;4;4;3;3;4;2;5;3;1;3;4;3;5;1;5;5;3;5;5;4;5;3;2;2;5;3;4;4;4;5;5;5;3;5;3;5;5;4;1;5;5;5;5;5;Feminino;1976 a 1985;Pós-graduado (Lato Sensu);Entre 1 e 4 salários mínimos;Entre 11 e 15 anos;Educação;Municipal;Outro;2020-06-16 23:33:00.000
Sim;4;3;1;5;5;1;3;3;3;3;5;4;5;5;4;4;3;4;5;5;3;2;5;3;2;1;2;3;3;1;3;4;5;3;3;2;2;3;3;3;3;1;3;1;3;4;3;Masculino;1976 a 1985;Pós-graduado (Lato Sensu);Entre 1 e 4 salários mínimos;Entre 11 e 15 anos;Segurança;Estadual;Executivo;2020-06-22 18:13:00.000
Sim;4;4;1;3;3;1;4;5;1;5;4;1;1;5;4;5;1;4;5;5;4;4;5;4;4;4;5;5;1;4;1;4;5;4;5;1;5;1;4;5;4;1;4;4;4;5;1;Feminino;1976 a 1985;Pós-graduado (Lato Sensu);Mais de 15 salários mínimos;Entre 21 e 25 anos;Administrativa;Estadual;Executivo;2020-06-25 18:08:00.000
Sim;3;4;1;4;4;3;3;4;3;5;5;2;3;3;5;5;1;3;4;4;2;3;4;2;2;5;2;3;4;5;3;5;5;5;5;3;4;5;4;5;1;1;4;4;4;4;1;Masculino;1945 a 1955;Mestre;Mais de 15 salários mínimos;Entre 21 e 25 anos;Administrativa;Estadual;Executivo;2020-07-03 13:24:00.000
Sim;4;4;1;3;2;1;4;4;1;2;3;5;3;4;3;4;1;2;5;5;5;3;4;4;4;3;5;4;3;1;2;4;4;3;4;1;2;1;2;3;2;1;4;5;5;3;1;Masculino;1966 a 1975;Pós-graduado (Lato Sensu);Mais de 15 salários mínimos;Entre 26 e 30 anos;Fiscal;Municipal;Executivo;2020-07-10 18:44:00.000
Sim;5;2;1;5;4;1;5;5;2;5;1;5;4;4;4;4;1;4;5;1;4;2;5;5;4;4;4;5;5;1;5;4;4;5;5;2;5;1;1;1;4;1;5;5;4;4;5;Feminino;1976 a 1985;Superior;Entre 1 e 4 salários mínimos;Entre 11 e 15 anos;Fiscal;Municipal;Executivo;2020-07-10 09:26:00.000
Sim;4;4;1;4;3;2;5;4;4;4;3;2;4;4;4;5;1;4;5;4;3;3;3;4;3;3;3;5;5;1;2;3;4;2;4;1;4;1;4;5;4;1;4;4;4;4;4;Masculino;1956 a 1965;Pós-graduado (Lato Sensu);Entre 10 e 14 salários mínimos;Entre 11 e 15 anos;Outros;Estadual;Executivo;2020-06-28 01:00:00.000
Sim;4;4;1;3;3;4;3;4;4;5;4;4;3;4;4;4;2;4;5;4;4;2;1;4;3;2;3;4;4;2;3;3;4;4;3;2;4;2;4;5;4;2;3;3;4;4;4;Masculino;1976 a 1985;Pós-graduado (Lato Sensu);Mais de 15 salários mínimos;Entre 11 e 15 anos;Outros;Estadual;Executivo;2020-06-11 06:54:00.000
Sim;4;4;1;5;5;1;4;5;2;5;4;1;5;4;5;4;1;4;5;5;5;4;4;5;3;4;4;4;4;4;1;5;4;5;5;1;4;5;4;5;2;1;5;4;4;4;4;Masculino;1976 a 1985;Pós-graduado (Lato Sensu);Entre 5 e 9 salários mínimos;Entre 21 e 25 anos;Segurança;Estadual;Executivo;2020-06-25 08:45:00.000
Sim;5;5;1;5;5;5;5;3;5;5;5;1;5;5;5;4;1;5;5;4;3;4;4;1;4;4;4;4;5;2;1;5;5;4;5;4;5;1;5;1;2;1;5;5;5;5;5;Feminino;1976 a 1985;Pós-graduado (Lato Sensu);Mais de 15 salários mínimos;Entre 16 e 20 anos;Administrativa;Federal;Executivo;2020-06-11 14:25:00.000
Sim;4;5;3;4;4;4;4;4;5;4;4;2;4;5;4;5;3;4;4;3;4;2;3;4;2;4;4;5;4;2;4;4;5;4;4;2;3;2;2;4;5;2;5;3;3;3;2;Feminino;1966 a 1975;Pós-graduado (Lato Sensu);Entre 5 e 9 salários mínimos;Entre 11 e 15 anos;Administrativa;Federal;Outro;2020-06-28 18:00:00.000
Sim;1;4;1;5;5;2;5;4;4;4;5;3;4;5;4;4;1;5;4;1;4;2;3;4;4;2;5;5;5;2;3;5;5;3;5;3;4;1;3;5;5;1;5;5;5;5;4;Feminino;1966 a 1975;Superior;Mais de 15 salários mínimos;Entre 11 e 15 anos;Outros;Federal;Outro;2020-06-27 12:50:00.000
Sim;1;2;1;2;1;1;2;1;1;1;4;1;1;2;1;4;1;1;4;4;4;3;5;5;4;4;4;5;4;4;1;1;1;4;5;5;5;2;3;5;1;1;3;1;5;3;1;Masculino;1966 a 1975;Superior;Entre 5 e 9 salários mínimos;Entre 16 e 20 anos;Educação;Estadual;Outro;2020-06-16 12:56:00.000
Sim;4;4;1;4;5;4;3;4;4;4;4;4;1;3;3;4;2;1;5;5;4;4;4;2;2;4;4;5;2;1;1;3;4;4;4;2;4;4;2;5;3;1;4;4;4;3;2;Masculino;1976 a 1985;Pós-graduado (Lato Sensu);Mais de 15 salários mínimos;Entre 26 e 30 anos;Outros;Estadual;Executivo;2020-06-24 20:08:00.000
Sim;5;4;1;2;2;2;2;4;5;5;4;1;2;4;1;5;2;2;5;3;1;1;3;5;3;2;3;2;3;3;1;1;5;5;5;5;5;4;4;5;4;1;3;2;3;3;1;Masculino;1976 a 1985;Pós-graduado (Lato Sensu);Entre 5 e 9 salários mínimos;Entre 0 e 5 anos;Educação;Federal;Outro;2020-06-25 14:10:00.000
Sim;2;1;2;5;3;2;4;5;2;4;5;1;4;4;5;5;2;3;3;3;3;3;2;2;2;3;4;5;5;1;2;5;5;4;5;4;5;2;2;5;3;1;5;4;4;4;5;Masculino;1956 a 1965;Superior;Entre 10 e 14 salários mínimos;Entre 31 e 35 anos;Administrativa;Estadual;Executivo;2020-06-21 13:45:00.000
